player_name,date_of_birth/age,height,position,current_age_x,minutes_played,season,injury,from_date,to_date,days_out,matches_missed,injury_year,current_age_y,age_at_injury
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2912.0,24/25,Muscle fatigue,2025-01-03,"Jan 13, 2025",11 days,2,2025.0,24,24
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2912.0,24/25,Inner ligament injury,2024-12-09,"Dec 19, 2024",11 days,1,2024.0,24,23
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4159.0,23/24,Thigh problems,2024-05-03,"May 9, 2024",7 days,1,2024.0,24,23
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4159.0,23/24,Stomach flu,2024-04-17,"Apr 18, 2024",2 days,-,2024.0,24,23
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4159.0,23/24,Adductor pain,2024-03-26,"Apr 5, 2024",11 days,1,2024.0,24,23
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4159.0,23/24,Muscle fatigue,2023-08-18,"Aug 21, 2023",4 days,1,2023.0,24,22
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4159.0,23/24,Knee bruise,2023-08-02,"Aug 7, 2023",6 days,-,2023.0,24,22
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4419.0,22/23,bruise,2023-05-18,"May 20, 2023",3 days,-,2023.0,24,22
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4419.0,22/23,flu,2023-01-17,"Jan 25, 2023",9 days,2,2023.0,24,22
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,4419.0,22/23,Lumbago,2022-11-04,"Nov 21, 2022",18 days,3,2022.0,24,21
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2725.0,21/22,Muscle injury,2021-08-15,"Aug 30, 2021",16 days,3,2021.0,24,20
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2406.0,20/21,Left hip flexor problems,2021-04-18,"Jun 7, 2021",51 days,5,2021.0,24,20
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2406.0,20/21,Hairline crack in middle finger,2020-11-10,"Dec 1, 2020",22 days,2,2020.0,24,19
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,2406.0,20/21,concussion,2020-09-13,"Sep 18, 2020",6 days,2,2020.0,24,19
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,1714.0,19/20,Knock,2019-10-10,"Oct 20, 2019",11 days,3,2019.0,24,18
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,693.0,18/19,,,,,,,,
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,3053.0,17/18,,,,,,,,
Khvicha Kvaratskhelia,Feb 12 2001 (24),183 m,Left Winger,24,532.0,16/17,,,,,,,,
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,3368.0,24/25,,,,,,,,
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,2858.0,23/24,Hamstring muscle injury,2024-03-23,"Apr 7, 2024",16 days,4,2024.0,22,21
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,2885.0,22/23,Ill,2023-05-12,"May 18, 2023",7 days,1,2023.0,22,20
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,2572.0,21/22,,,,,,,,
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,1294.0,20/21,,,,,,,,
Bradley Barcola,Sep 2 2002 (22),182 m,Left Winger,22,1327.0,19/20,,,,,,,,
Désiré Doué,Jun 3 2005 (19),181 m,Left Winger,19,2427.0,24/25,,,,,,,,
Désiré Doué,Jun 3 2005 (19),181 m,Left Winger,19,3603.0,23/24,,,,,,,,
Désiré Doué,Jun 3 2005 (19),181 m,Left Winger,19,1995.0,22/23,unknown injury,2023-04-20,"May 18, 2023",29 days,4,2023.0,19,17
Désiré Doué,Jun 3 2005 (19),181 m,Left Winger,19,1995.0,22/23,Injury to the ankle,2022-11-17,"Jan 6, 2023",51 days,13,2022.0,19,16
