player_name,date_of_birth/age,height,position
Marko Dmitrovic,Jan 24 1992 (33),189 m,Goalkeeper
Alvin Abajas,May 12 2003 (21),,Goalkeeper
Jorge Sáenz,Nov 17 1996 (28),188 m,Centre-Back
Sergio González,Apr 20 1992 (32),189 m,Centre-Back
Matija Nastasić,Mar 28 1993 (31),187 m,Centre-Back
Javi Hernández,May 2 1998 (26),180 m,Left-Back
Borna Barisic,Nov 10 1992 (32),186 m,Left-Back
Enric Franquesa,Feb 26 1997 (27),175 m,Left-Back
Valentin Rosier,Aug 19 1996 (28),175 m,Right-Back
Adrià Altimira,Mar 28 2001 (23),170 m,Right-Back
Renato Tapia,Jul 28 1995 (29),185 m,Defensive Midfield
Yvan Neyou,Jan 3 1997 (28),180 m,Defensive Midfield
Julián Chicco,Jan 13 1998 (27),187 m,Defensive Midfield
Seydouba Cissé,Feb 10 2001 (24),178 m,Central Midfield
Darko Brasanac,Feb 12 1992 (33),178 m,Central Midfield
Óscar Rodríguez,Jun 28 1998 (26),174 m,Attacking Midfield
Roberto López,Apr 24 2000 (24),179 m,Attacking Midfield
Juan Cruz,Apr 25 2000 (24),180 m,Left Winger
Duk,Feb 16 2000 (25),182 m,Left Winger
Munir El Haddadi,Sep 1 1995 (29),177 m,Right Winger
Dani Raba,Oct 29 1995 (29),185 m,Right Winger
Miguel de la Fuente,Sep 3 1999 (25),182 m,Centre-Forward
Diego García,Apr 18 2000 (24),188 m,Centre-Forward
Joan García,May 4 2001 (23),191 m,Goalkeeper
Fernando Pacheco,May 18 1992 (32),187 m,Goalkeeper
Ángel Fortuño,Oct 5 2001 (23),183 m,Goalkeeper
Marash Kumbulla,Feb 8 2000 (25),191 m,Centre-Back
Fernando Calero,Sep 14 1995 (29),184 m,Centre-Back
Leandro Cabrera,Jun 17 1991 (33),190 m,Centre-Back
Sergi Gómez,Mar 28 1992 (32),185 m,Centre-Back
Pablo Ramón,Jun 30 2001 (23),184 m,Centre-Back
Carlos Romero,Oct 29 2001 (23),,Left-Back
Brian Oliván,Apr 1 1994 (30),175 m,Left-Back
Omar El Hilali,Sep 12 2003 (21),183 m,Right-Back
Álvaro Tejero,Jul 20 1996 (28),174 m,Right-Back
Urko González de Zarate,Mar 20 2001 (23),189 m,Defensive Midfield
Alex Král,May 19 1998 (26),186 m,Central Midfield
José Gragera,May 14 2000 (24),186 m,Central Midfield
Álvaro Aguado,May 1 1996 (28),175 m,Central Midfield
Pol Lozano,Oct 6 1999 (25),176 m,Central Midfield
Edu Expósito,Aug 1 1996 (28),178 m,Central Midfield
Justin Smith,Feb 4 2003 (22),189 m,Central Midfield
Rafel Bauzà,Jan 30 2005 (20),183 m,Central Midfield
Javi Puado,May 25 1998 (26),177 m,Left Winger
Pere Milla,Sep 23 1992 (32),180 m,Left Winger
Jofre Carreras,Jun 17 2001 (23),175 m,Right Winger
Antoniu Roca,Sep 5 2002 (22),,Right Winger
Alejo Veliz,Sep 19 2003 (21),186 m,Centre-Forward
Walid Cheddira,Jan 22 1998 (27),187 m,Centre-Forward
Roberto Fernández,Jul 3 2002 (22),186 m,Centre-Forward
Omar Sadik,Mar 22 2004 (20),,Centre-Forward
